Year,Oil brent price ($/bbl),Cononut oil ($/mt),Sugar ($/kg),Us crude oil reserves,Quantity oil embarked (million of tons),Quantity goods embarked (million of tons),Pandemic (covid),War,Electric car registrations,World imports,World exports,Value of Solar Consumption (EJ),Inflation,Value of Wind Consumption (EJ),Value of Nuclear Consumption (EJ),Value of Natural Gas Consumption (BcF),Population,OPEC cuts on production,Price gold,GDP Growth,Crude oil and NGL production,World-oil demand,Value of Freight Transport
2018.166667,66.45,1118.63,0.28,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1317.85,3.285537452,4619.32,4428.26,302426436.3
2018.25,71.63,1131.18,0.27,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1323.85,3.285537452,4619.32,4428.26,302426436.3
2018.333333,76.65,1027.75,0.27,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1313.2,3.285537452,4619.32,4428.26,302426436.3
2018.416667,75.19,931.19,0.28,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1305.35,3.285537452,4619.32,4428.26,302426436.3
2018.5,74.44,916.25,0.26,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1250.45,3.285537452,4619.32,4428.26,302426436.3
2018.583333,73.13,915.22,0.24,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1220.95,3.285537452,4619.32,4428.26,302426436.3
2018.666667,78.86,897.13,0.25,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1202.45,3.285537452,4619.32,4428.26,302426436.3
2018.75,80.47,830.25,0.29,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1187.25,3.285537452,4619.32,4428.26,302426436.3
2018.833333,65.17,759.26,0.28,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1214.95,3.285537452,4619.32,4428.26,302426436.3
2018.916667,56.46,796.27,0.28,36385,1881.049999,11019.15,0,0,4504930,19818814.02,19549334.9,5.385482032,2.438736555,12.06621812,24.68166035,371.106783,7683778,0,1217.55,3.285537452,4619.32,4428.26,302426436.3
2019,59.27,773.07,0.28,36385,1860.2627,11070.53309,0,1,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1279,2.591290258,4617.42,4455.85,292056294.8
2019.083333,64.13,710.43,0.29,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1323.25,2.591290258,4617.42,4455.85,292056294.8
2019.166667,66.41,678.56,0.28,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1319.15,2.591290258,4617.42,4455.85,292056294.8
2019.25,71.2,668.63,0.28,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1295.4,2.591290258,4617.42,4455.85,292056294.8
2019.333333,70.53,661.17,0.27,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1282.3,2.591290258,4617.42,4455.85,292056294.8
2019.416667,63.3,635.6,0.28,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1295.55,2.591290258,4617.42,4455.85,292056294.8
2019.5,64,657.31,0.28,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1409,2.591290258,4617.42,4455.85,292056294.8
2019.583333,59.25,719.28,0.27,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1427.55,2.591290258,4617.42,4455.85,292056294.8
2019.666667,62.33,724.03,0.26,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1528.4,2.591290258,4617.42,4455.85,292056294.8
2019.75,59.37,719.52,0.28,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1485.3,2.591290258,4617.42,4455.85,292056294.8
2019.833333,62.74,848.92,0.28,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1510.95,2.591290258,4617.42,4455.85,292056294.8
2019.916667,65.85,1031.29,0.3,36385,1860.2627,11070.53309,0,0,6704930,19337559.46,19014314.51,6.528591639,2.186901545,13.44712034,25.4638418,377.943768,7764940,0,1460.15,2.591290258,4617.42,4455.85,292056294.8
2020,63.6,1003.72,0.31,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1514.75,-3.115404063,4296.19,4069.98,247627620.5
2020.083333,55,844.12,0.33,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1584.2,-3.115404063,4296.19,4069.98,247627620.5
2020.166667,32.98,837.72,0.26,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1609.85,-3.115404063,4296.19,4069.98,247627620.5
2020.25,23.34,834.51,0.23,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,1,1608.95,-3.115404063,4296.19,4069.98,247627620.5
2020.333333,31.02,832.33,0.24,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1702.75,-3.115404063,4296.19,4069.98,247627620.5
2020.416667,39.93,916.38,0.27,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1728.7,-3.115404063,4296.19,4069.98,247627620.5
2020.5,42.81,888.31,0.27,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1768.1,-3.115404063,4296.19,4069.98,247627620.5
2020.583333,44.26,981.3,0.29,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1964.9,-3.115404063,4296.19,4069.98,247627620.5
2020.666667,41.09,1034.18,0.28,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1957.35,-3.115404063,4296.19,4069.98,247627620.5
2020.75,40.47,1118.36,0.3,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1886.9,-3.115404063,4296.19,4069.98,247627620.5
2020.833333,43.23,1368.95,0.31,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1881.85,-3.115404063,4296.19,4069.98,247627620.5
2020.916667,49.87,1464.96,0.31,36385,1715.402424,10644.93221,1,0,9704930,17878636.42,17648467.52,7.785976359,1.920968006,15.06378413,24.42368739,371.0521731,7840943,0,1762.55,-3.115404063,4296.19,4069.98,247627620.5
2021,54.55,1463.07,0.34,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1887.6,5.869779283,4296.19,4069.98,158796478.5
2021.083333,61.96,1444.5,0.36,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1863.8,5.869779283,4296.19,4069.98,158796478.5
2021.166667,65.19,1540.65,0.34,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1742.85,5.869779283,4296.19,4069.98,158796478.5
2021.25,64.77,1659.64,0.36,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1691.5,5.869779283,4296.19,4069.98,158796478.5
2021.333333,68.04,1715.24,0.38,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1767.65,5.869779283,4296.19,4069.98,158796478.5
2021.416667,73.07,1670.68,0.38,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1899.95,5.869779283,4296.19,4069.98,158796478.5
2021.5,74.39,1584.09,0.39,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1763.15,5.869779283,4296.19,4069.98,158796478.5
2021.583333,70.02,1493.64,0.43,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1825.75,5.869779283,4296.19,4069.98,158796478.5
2021.666667,74.6,1485,0.43,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1814.85,5.869779283,4296.19,4069.98,158796478.5
2021.75,83.65,1922.86,0.42,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1742.8,5.869779283,4296.19,4069.98,158796478.5
2021.833333,80.77,1960.68,0.43,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1769.15,5.869779283,4296.19,4069.98,158796478.5
2021.916667,74.31,1695.71,0.42,36385,1700.358001,10985.36591,1,0,15404930,22586617.69,22328176.58,9.420440793,3.423629476,17.50333866,25.16526132,390.6344191,7909283,0,1804.4,5.869779283,4296.19,4069.98,158796478.5
